tanggal,tahun,bulan,h2_ppb,ch4_ppb,co2_ppm,co_ppb,delta_h2,target_h2_delta,delta_co,delta_ch4,delta_co2,rasio_h2_co,h2_lag1,h2_lag2,sin_bulan,cos_bulan
2017-05-01,2017,5,553.95,1845.79,398.9,96.37,-5.7299999999999045,-5.7299999999999045,-13.099999999999994,-19.579999999999927,-1.7200000000000273,0.43740458015266465,559.68,558.71,0.49999999999999994,-0.8660254037844387
2017-06-01,2017,6,550.26,1849.82,398.94,89.92,-3.6900000000000546,-3.6900000000000546,-6.450000000000003,4.029999999999973,0.040000000000020464,0.5720930232558221,553.95,559.68,1.2246467991473532e-16,-1.0
2017-07-01,2017,7,550.37,1866.33,398.61,96.91,0.11000000000001364,0.11000000000001364,6.989999999999995,16.50999999999999,-0.3299999999999841,0.015736766809730147,550.26,553.95,-0.4999999999999997,-0.8660254037844388
2017-08-01,2017,8,549.3,1864.25,394.47,107.77,-1.07000000000005,-1.07000000000005,10.86,-2.0799999999999272,-4.139999999999986,-0.0985267034990838,550.37,550.26,-0.8660254037844385,-0.5000000000000004
2017-09-01,2017,9,551.43,1852.09,394.17,105.19,2.1299999999999955,2.1299999999999955,-2.5799999999999983,-12.160000000000082,-0.30000000000001137,-0.825581395348836,549.3,550.37,-1.0,-1.8369701987210297e-16
2017-10-01,2017,10,557.61,1848.04,396.38,97.46,6.180000000000064,6.180000000000064,-7.730000000000004,-4.0499999999999545,2.2099999999999795,-0.799482535575687,551.43,549.3,-0.8660254037844386,0.5000000000000001
2017-11-01,2017,11,557.27,1874.12,399.15,96.98,-0.34000000000003183,-0.34000000000003183,-0.47999999999998977,26.079999999999927,2.769999999999982,0.7083333333334147,557.61,551.43,-0.5000000000000004,0.8660254037844384
2017-12-01,2017,12,555.13,1903.2,402.0,115.19,-2.1399999999999864,-2.1399999999999864,18.209999999999994,29.080000000000155,2.8500000000000227,-0.11751784733662751,557.27,557.61,-2.4492935982947064e-16,1.0
2018-01-01,2018,1,561.79,1920.84,402.39,152.04,6.659999999999968,6.659999999999968,36.849999999999994,17.639999999999873,0.38999999999998636,0.18073270013568438,555.13,557.27,0.49999999999999994,0.8660254037844387
2018-02-01,2018,2,567.03,1931.35,403.16,161.39,5.240000000000009,5.240000000000009,9.349999999999994,10.509999999999991,0.7700000000000387,0.5604278074866323,561.79,555.13,0.8660254037844386,0.5000000000000001
